,name,state,year,quarter,count,amount
2312,Financial Services,punjab,2019,1,45621,6871295.954710579
2313,Others,punjab,2019,1,84380,75789641.76089522
2314,Peer-to-peer payments,punjab,2019,2,4140474,16258891447.321405
2315,Recharge & bill payments,punjab,2019,2,2815047,1440058991.4565237
2316,Merchant payments,punjab,2019,2,1407963,815090878.0150015
2317,Financial Services,punjab,2019,2,37435,6876144.454559349
2318,Others,punjab,2019,2,108911,93875933.52482703
2319,Peer-to-peer payments,punjab,2019,3,4726946,19146726286.636036
2320,Recharge & bill payments,punjab,2019,3,3455594,2481094964.9170833
2321,Merchant payments,punjab,2019,3,2374014,1183743251.2734203
2322,Financial Services,punjab,2019,3,32359,7912219.734296376
2323,Others,punjab,2019,3,117899,86338883.28250344
2324,Peer-to-peer payments,punjab,2019,4,6386367,25564144629.75061
2325,Recharge & bill payments,punjab,2019,4,4068332,2622222199.1884565
2326,Merchant payments,punjab,2019,4,3122413,1741259163.3677325
2327,Financial Services,punjab,2019,4,22956,6382345.429778575
2328,Others,punjab,2019,4,98557,55793908.45587015
2329,Peer-to-peer payments,punjab,2020,1,6339183,26350005915.230072
2330,Recharge & bill payments,punjab,2020,1,4935115,2767419472.6505165
2331,Merchant payments,punjab,2020,1,3838480,2196329615.3949203
2332,Financial Services,punjab,2020,1,17924,10987850.955996178
2333,Others,punjab,2020,1,87082,49442411.668161854
2334,Recharge & bill payments,punjab,2020,2,6064807,3089758241.1281967
2335,Peer-to-peer payments,punjab,2020,2,5639212,25074384847.498463
2336,Merchant payments,punjab,2020,2,2290868,2058898904.3613408
2337,Financial Services,punjab,2020,2,23314,23704957.876037344
2338,Others,punjab,2020,2,63093,37907301.34960769
2339,Peer-to-peer payments,punjab,2020,3,7354451,32477438924.476498
2340,Recharge & bill payments,punjab,2020,3,5478668,4066750820.6407743
2341,Merchant payments,punjab,2020,3,4261548,3490665357.291087
2342,Financial Services,punjab,2020,3,32390,42060249.32847581
2343,Others,punjab,2020,3,82516,46176796.076553434
2344,Peer-to-peer payments,punjab,2020,4,9609405,43286909256.83391
2345,Merchant payments,punjab,2020,4,7144295,6142380827.109474
2346,Recharge & bill payments,punjab,2020,4,6072201,4201551869.9511185
2347,Financial Services,punjab,2020,4,38820,51677182.316327386
2348,Others,punjab,2020,4,133204,92887343.34418696
2349,Peer-to-peer payments,punjab,2021,1,10951083,46908632143.31532
2350,Merchant payments,punjab,2021,1,9333364,7651004598.907397
2351,Recharge & bill payments,punjab,2021,1,6332928,3980874403.2760215
2352,Financial Services,punjab,2021,1,43094,52009482.41407214
2353,Others,punjab,2021,1,110366,98366463.19387978
2354,Peer-to-peer payments,punjab,2021,2,13180933,55282486111.30394
2355,Merchant payments,punjab,2021,2,11225598,9710508482.436422
2356,Recharge & bill payments,punjab,2021,2,7591039,4370756868.518326
2357,Financial Services,punjab,2021,2,46218,53309051.06501615
2358,Others,punjab,2021,2,127460,113998049.29147904
2359,Peer-to-peer payments,punjab,2021,3,17024782,66149902036.358826
2360,Merchant payments,punjab,2021,3,16837685,14103740968.543571
2361,Recharge & bill payments,punjab,2021,3,8465739,5540272095.274853
2362,Financial Services,punjab,2021,3,43789,63576666.590925634
2363,Others,punjab,2021,3,161494,135069073.84402025
2364,Merchant payments,punjab,2021,4,22669743,20753662875.546524
2365,Peer-to-peer payments,punjab,2021,4,20663881,83611403637.31992
2366,Recharge & bill payments,punjab,2021,4,8765579,6107473171.935022
2367,Financial Services,punjab,2021,4,58581,86356456.60324252
2368,Others,punjab,2021,4,201576,151230100.5948589
2369,Merchant payments,punjab,2022,1,25979197,23217511696.823074
2370,Peer-to-peer payments,punjab,2022,1,22354946,88645204328.52362
2371,Recharge & bill payments,punjab,2022,1,9188439,6317909908.645241
2372,Financial Services,punjab,2022,1,57561,83933665.00820544
2373,Others,punjab,2022,1,178159,125418506.96271203
2374,Recharge & bill payments,rajasthan,2018,1,4305940,868358581.1737025
2375,Peer-to-peer payments,rajasthan,2018,1,2540658,7547652852.662634
2376,Financial Services,rajasthan,2018,1,202537,37125466.49571308
2377,Merchant payments,rajasthan,2018,1,184127,201212697.26059398
2378,Others,rajasthan,2018,1,358428,271943533.1341365
2379,Recharge & bill payments,rajasthan,2018,2,5288093,1511007056.105427
2380,Peer-to-peer payments,rajasthan,2018,2,3770555,13341587602.422176
2381,Merchant payments,rajasthan,2018,2,345752,342809667.5935513
2382,Financial Services,rajasthan,2018,2,279471,52145152.93902289
2383,Others,rajasthan,2018,2,289826,311536696.6979239
2384,Peer-to-peer payments,rajasthan,2018,3,7120792,21010614922.14291
2385,Recharge & bill payments,rajasthan,2018,3,5894660,2252031409.939968
2386,Merchant payments,rajasthan,2018,3,711240,445504998.0014268
2387,Financial Services,rajasthan,2018,3,230083,30185982.18078412
2388,Others,rajasthan,2018,3,300323,302431358.9473551
2389,Peer-to-peer payments,rajasthan,2018,4,10752729,33578327037.682457
2390,Recharge & bill payments,rajasthan,2018,4,7557003,2743591538.8320713
2391,Merchant payments,rajasthan,2018,4,1985927,1172254323.9731452
2392,Financial Services,rajasthan,2018,4,311632,40412563.014562674
2393,Others,rajasthan,2018,4,352432,374501619.8364362
2394,Peer-to-peer payments,rajasthan,2019,1,27621606,55246071722.22856
2395,Recharge & bill payments,rajasthan,2019,1,11650961,3821181816.6204696
2396,Merchant payments,rajasthan,2019,1,3921438,1664209334.5681162
2397,Financial Services,rajasthan,2019,1,359993,36340412.57538466
2398,Others,rajasthan,2019,1,402042,373355289.5614773
2399,Peer-to-peer payments,rajasthan,2019,2,25257679,79466464089.34059
2400,Recharge & bill payments,rajasthan,2019,2,14968290,5709279550.854211
2401,Merchant payments,rajasthan,2019,2,9026751,3435472167.201069
2402,Financial Services,rajasthan,2019,2,182685,34134486.762421735
2403,Others,rajasthan,2019,2,573881,461962878.5071422
2404,Peer-to-peer payments,rajasthan,2019,3,29885618,97443950786.5758
2405,Merchant payments,rajasthan,2019,3,19646612,6705923742.563935
2406,Recharge & bill payments,rajasthan,2019,3,16970783,7872719571.602099
2407,Financial Services,rajasthan,2019,3,217029,37899900.33366185
2408,Others,rajasthan,2019,3,583575,407796030.8547787
2409,Peer-to-peer payments,rajasthan,2019,4,43354317,140449134717.291
2410,Recharge & bill payments,rajasthan,2019,4,20604852,9028860435.054995
2411,Merchant payments,rajasthan,2019,4,20544791,9721826538.354998
2412,Financial Services,rajasthan,2019,4,101805,25014672.38444693
2413,Others,rajasthan,2019,4,468477,227573686.58499068
2414,Peer-to-peer payments,rajasthan,2020,1,48269912,165468574323.88968
2415,Merchant payments,rajasthan,2020,1,27880848,13643061482.35596
2416,Recharge & bill payments,rajasthan,2020,1,25631131,10961167179.81334
2417,Financial Services,rajasthan,2020,1,72604,34466606.25327997
2418,Others,rajasthan,2020,1,404317,200968968.6958118
2419,Peer-to-peer payments,rajasthan,2020,2,49160792,166176386876.30048
2420,Recharge & bill payments,rajasthan,2020,2,31681776,13014051935.53691
2421,Merchant payments,rajasthan,2020,2,20756594,14354151782.39264
2422,Financial Services,rajasthan,2020,2,92875,76662259.20544848
2423,Others,rajasthan,2020,2,262619,142020149.829893
2424,Peer-to-peer payments,rajasthan,2020,3,73247856,249006720239.33432
2425,Merchant payments,rajasthan,2020,3,45149210,27714680562.343937
2426,Recharge & bill payments,rajasthan,2020,3,30148875,16650017440.553333
2427,Financial Services,rajasthan,2020,3,146383,113675141.51464571
2428,Others,rajasthan,2020,3,396352,193212778.7117864
2429,Peer-to-peer payments,rajasthan,2020,4,88730951,321280847680.95026
2430,Merchant payments,rajasthan,2020,4,67367264,46142484518.08269
2431,Recharge & bill payments,rajasthan,2020,4,33455755,18123908525.97014
2432,Financial Services,rajasthan,2020,4,169294,136058685.85299307
2433,Others,rajasthan,2020,4,560171,351480425.6482615
2434,Peer-to-peer payments,rajasthan,2021,1,116733195,408190388154.2274
2435,Merchant payments,rajasthan,2021,1,96394132,61936457709.223076
2436,Recharge & bill payments,rajasthan,2021,1,38919519,20855464604.344055
2437,Financial Services,rajasthan,2021,1,192936,162581466.93308985
2438,Others,rajasthan,2021,1,491137,347689722.9177618
2439,Peer-to-peer payments,rajasthan,2021,2,139277445,467784146764.7472
2440,Merchant payments,rajasthan,2021,2,97860493,69922875807.46701
2441,Recharge & bill payments,rajasthan,2021,2,49501703,23387103755.819714
2442,Financial Services,rajasthan,2021,2,216441,186606893.61035594
2443,Others,rajasthan,2021,2,620957,422031947.60023904
2444,Peer-to-peer payments,rajasthan,2021,3,181742972,575912799217.8965
2445,Merchant payments,rajasthan,2021,3,167819345,105548321875.05884
2446,Recharge & bill payments,rajasthan,2021,3,49709657,28335516739.41771
2447,Financial Services,rajasthan,2021,3,197211,190362135.86135098
2448,Others,rajasthan,2021,3,815568,524328574.25040925
2449,Merchant payments,rajasthan,2021,4,221774624,151967969235.0213
2450,Peer-to-peer payments,rajasthan,2021,4,212937264,718215327365.9165
2451,Recharge & bill payments,rajasthan,2021,4,51610607,32831163302.92643
2452,Financial Services,rajasthan,2021,4,265091,263180819.6932125
2453,Others,rajasthan,2021,4,1034011,656777820.7586894
2454,Merchant payments,rajasthan,2022,1,267467038,171182113048.26318
2455,Peer-to-peer payments,rajasthan,2022,1,241739380,814525435614.1678
2456,Recharge & bill payments,rajasthan,2022,1,54555117,35542881861.07577
2457,Financial Services,rajasthan,2022,1,244029,243340851.71204624
2458,Others,rajasthan,2022,1,956656,556409604.9103613
2459,Recharge & bill payments,sikkim,2018,1,26965,4823943.542263939
2460,Peer-to-peer payments,sikkim,2018,1,13559,56334584.632872
2461,Merchant payments,sikkim,2018,1,1349,1677583.1440411464
2462,Financial Services,sikkim,2018,1,608,86906.81958101383
2463,Others,sikkim,2018,1,1597,1727920.8016103164
2464,Recharge & bill payments,sikkim,2018,2,45435,9465769.856051585
2465,Peer-to-peer payments,sikkim,2018,2,24237,127051984.3879841
2466,Merchant payments,sikkim,2018,2,2556,4713227.148135973
2467,Financial Services,sikkim,2018,2,562,218130.12995975127
2468,Others,sikkim,2018,2,1788,2243974.0076642134
2469,Recharge & bill payments,sikkim,2018,3,58421,12221506.18938216
2470,Peer-to-peer payments,sikkim,2018,3,43195,215547415.4557628
2471,Merchant payments,sikkim,2018,3,4521,5322296.747954514
2472,Financial Services,sikkim,2018,3,562,261766.8021705601
2473,Others,sikkim,2018,3,1801,1727241.758047811
2474,Recharge & bill payments,sikkim,2018,4,79232,16713780.628117373
2475,Peer-to-peer payments,sikkim,2018,4,65451,351253329.74205655
2476,Merchant payments,sikkim,2018,4,7452,12637809.239460425
2477,Financial Services,sikkim,2018,4,717,596472.7145790398
2478,Others,sikkim,2018,4,1681,1939965.7540404093
2479,Peer-to-peer payments,sikkim,2019,1,121984,422987999.89472675
2480,Recharge & bill payments,sikkim,2019,1,96878,20711589.874598008
2481,Merchant payments,sikkim,2019,1,18346,11837344.846847566
2482,Financial Services,sikkim,2019,1,1225,191594.23340424805
2483,Others,sikkim,2019,1,1854,2265105.53451732
2484,Peer-to-peer payments,sikkim,2019,2,172125,674044301.8399961
2485,Recharge & bill payments,sikkim,2019,2,142582,32535297.489453897
2486,Merchant payments,sikkim,2019,2,66722,28248001.02647286
2487,Financial Services,sikkim,2019,2,2294,310197.54774877685
2488,Others,sikkim,2019,2,4521,3756445.53226958
2489,Peer-to-peer payments,sikkim,2019,3,203052,794235862.6317357
2490,Merchant payments,sikkim,2019,3,188753,52337322.5262961
2491,Recharge & bill payments,sikkim,2019,3,156125,33922224.892257094
2492,Financial Services,sikkim,2019,3,288,548142.8999844441
2493,Others,sikkim,2019,3,4218,3672895.4901549704
2494,Peer-to-peer payments,sikkim,2019,4,508471,1086457147.940953
2495,Recharge & bill payments,sikkim,2019,4,181287,42705664.08625737
2496,Merchant payments,sikkim,2019,4,73992,43954548.804204434
2497,Financial Services,sikkim,2019,4,373,494076.3450829056
2498,Others,sikkim,2019,4,2947,2898164.4797200123
2499,Peer-to-peer payments,sikkim,2020,1,230413,954765350.1856782
2500,Recharge & bill payments,sikkim,2020,1,215586,53588505.838823974
2501,Merchant payments,sikkim,2020,1,79881,43201695.38937264
2502,Financial Services,sikkim,2020,1,345,175569.53933206247
2503,Others,sikkim,2020,1,1893,1745150.991195219
2504,Recharge & bill payments,sikkim,2020,2,297620,78397187.10935993
2505,Peer-to-peer payments,sikkim,2020,2,186495,939900165.9422412
2506,Merchant payments,sikkim,2020,2,31442,34385184.65717751
2507,Financial Services,sikkim,2020,2,883,999656.0722047673
2508,Others,sikkim,2020,2,1291,936594.480283038
2509,Recharge & bill payments,sikkim,2020,3,298885,83894642.6709112
2510,Peer-to-peer payments,sikkim,2020,3,245087,1255521152.966514
2511,Merchant payments,sikkim,2020,3,49299,58337178.67223759
2512,Financial Services,sikkim,2020,3,1252,1795366.733436462
2513,Others,sikkim,2020,3,1912,1378387.6172995246
2514,Peer-to-peer payments,sikkim,2020,4,334069,1711730126.584541
2515,Recharge & bill payments,sikkim,2020,4,301382,90168624.05415541
2516,Merchant payments,sikkim,2020,4,95503,112478003.86391157
2517,Financial Services,sikkim,2020,4,1427,2361187.592392395
2518,Others,sikkim,2020,4,2654,2537863.027923054
2519,Peer-to-peer payments,sikkim,2021,1,403703,1965492629.578867
2520,Recharge & bill payments,sikkim,2021,1,279679,93174110.112334
2521,Merchant payments,sikkim,2021,1,112925,154183320.1372872
2522,Financial Services,sikkim,2021,1,1844,3027799.2784099854
2523,Others,sikkim,2021,1,2038,1789867.7338266163
2524,Peer-to-peer payments,sikkim,2021,2,473141,2125758496.616091
2525,Recharge & bill payments,sikkim,2021,2,345495,103846501.52404109
2526,Merchant payments,sikkim,2021,2,153671,190473176.21848944
2527,Financial Services,sikkim,2021,2,1865,2851874.287465013
2528,Others,sikkim,2021,2,2542,1969531.0292125773
2529,Peer-to-peer payments,sikkim,2021,3,595826,2582075089.383399
2530,Recharge & bill payments,sikkim,2021,3,346173,111613776.75942023
2531,Merchant payments,sikkim,2021,3,213808,290732930.46291006
2532,Financial Services,sikkim,2021,3,1689,2624558.3857180667
2533,Others,sikkim,2021,3,3098,2290508.8169457563
2534,Peer-to-peer payments,sikkim,2021,4,831597,3548508409.656125
2535,Recharge & bill payments,sikkim,2021,4,376078,136473754.40071422
2536,Merchant payments,sikkim,2021,4,369343,504586163.5569785
2537,Financial Services,sikkim,2021,4,2269,3162023.7210206646
2538,Others,sikkim,2021,4,5058,4052910.300969372
2539,Peer-to-peer payments,sikkim,2022,1,916940,3650961081.00263
2540,Merchant payments,sikkim,2022,1,449273,570784579.6670712
2541,Recharge & bill payments,sikkim,2022,1,371579,139135962.10369253
2542,Financial Services,sikkim,2022,1,2124,3062332.163804472
2543,Others,sikkim,2022,1,4386,3487320.9262269526
2544,Recharge & bill payments,tamil-nadu,2018,1,3308548,646028338.3951533
2545,Peer-to-peer payments,tamil-nadu,2018,1,2670613,10031518934.085688
2546,Merchant payments,tamil-nadu,2018,1,326510,272002057.1736871
2547,Financial Services,tamil-nadu,2018,1,115363,31876073.74792233
2548,Others,tamil-nadu,2018,1,305588,280132294.11422664
2549,Recharge & bill payments,tamil-nadu,2018,2,4464677,1189892955.8051775
2550,Peer-to-peer payments,tamil-nadu,2018,2,4433762,18067624388.09562
2551,Merchant payments,tamil-nadu,2018,2,627918,517130320.4660308
2552,Financial Services,tamil-nadu,2018,2,167035,65402385.25640666
2553,Others,tamil-nadu,2018,2,298736,285794226.64323723
2554,Peer-to-peer payments,tamil-nadu,2018,3,8810836,26792462660.044968
2555,Recharge & bill payments,tamil-nadu,2018,3,5148411,1521551955.205038
2556,Merchant payments,tamil-nadu,2018,3,1290978,733189649.5729834
2557,Financial Services,tamil-nadu,2018,3,191732,37049222.36590697
2558,Others,tamil-nadu,2018,3,332121,245838753.995272
2559,Peer-to-peer payments,tamil-nadu,2018,4,11538547,39180083690.57276
2560,Recharge & bill payments,tamil-nadu,2018,4,7093764,2020329567.8245385
2561,Merchant payments,tamil-nadu,2018,4,3145621,1742903221.432857
2562,Financial Services,tamil-nadu,2018,4,228398,46571758.68242933
2563,Others,tamil-nadu,2018,4,451114,312185737.38152075
2564,Peer-to-peer payments,tamil-nadu,2019,1,18645926,51296299081.44436
2565,Recharge & bill payments,tamil-nadu,2019,1,8863289,2695317014.8660007
2566,Merchant payments,tamil-nadu,2019,1,4195222,1924461188.9900146
2567,Financial Services,tamil-nadu,2019,1,193261,31217137.545322973
2568,Others,tamil-nadu,2019,1,377347,256742393.28426796
2569,Peer-to-peer payments,tamil-nadu,2019,2,16952961,57924128549.06981
2570,Recharge & bill payments,tamil-nadu,2019,2,8414514,3280033639.8500404
2571,Merchant payments,tamil-nadu,2019,2,6296995,2690331792.5060787
2572,Financial Services,tamil-nadu,2019,2,70142,18334602.389631532
2573,Others,tamil-nadu,2019,2,437125,294847441.9421142
2574,Peer-to-peer payments,tamil-nadu,2019,3,21277636,70615331408.53966
2575,Merchant payments,tamil-nadu,2019,3,10344027,4079315732.661683
2576,Recharge & bill payments,tamil-nadu,2019,3,9246678,3964144354.4161515
2577,Financial Services,tamil-nadu,2019,3,88261,27213741.831077334
2578,Others,tamil-nadu,2019,3,453581,273599406.1898495
2579,Peer-to-peer payments,tamil-nadu,2019,4,28814008,91858026341.27563
2580,Merchant payments,tamil-nadu,2019,4,16153034,6420193204.780616
2581,Recharge & bill payments,tamil-nadu,2019,4,11157765,4681454397.562926
2582,Financial Services,tamil-nadu,2019,4,60624,24332240.65556671
2583,Others,tamil-nadu,2019,4,410980,206859328.2685905
2584,Peer-to-peer payments,tamil-nadu,2020,1,30880360,101907683045.28436
2585,Merchant payments,tamil-nadu,2020,1,21541556,8950736938.223478
2586,Recharge & bill payments,tamil-nadu,2020,1,14134259,5493239429.7322235
2587,Financial Services,tamil-nadu,2020,1,61427,41422107.813630365
2588,Others,tamil-nadu,2020,1,335871,176604658.386683
2589,Peer-to-peer payments,tamil-nadu,2020,2,21700844,82347647064.12332
2590,Recharge & bill payments,tamil-nadu,2020,2,18474731,6414781159.484189
2591,Merchant payments,tamil-nadu,2020,2,11477546,6909361871.628206
2592,Financial Services,tamil-nadu,2020,2,78584,89189349.84916353
2593,Others,tamil-nadu,2020,2,138405,65529451.74366937
2594,Peer-to-peer payments,tamil-nadu,2020,3,31754077,123561080533.04672
2595,Merchant payments,tamil-nadu,2020,3,20664887,12554589575.504852
2596,Recharge & bill payments,tamil-nadu,2020,3,17521756,7476952307.406668
2597,Financial Services,tamil-nadu,2020,3,129671,158512062.54590106
2598,Others,tamil-nadu,2020,3,207434,90281020.15995154
2599,Peer-to-peer payments,tamil-nadu,2020,4,47800741,172196381789.491
2600,Merchant payments,tamil-nadu,2020,4,41297305,24417758781.65223
2601,Recharge & bill payments,tamil-nadu,2020,4,21563946,9462546013.163391
2602,Financial Services,tamil-nadu,2020,4,153044,186775413.14290395
2603,Others,tamil-nadu,2020,4,364665,209735503.54521424
2604,Peer-to-peer payments,tamil-nadu,2021,1,57446279,206405230307.9611
2605,Merchant payments,tamil-nadu,2021,1,53811885,30722779534.582508
2606,Recharge & bill payments,tamil-nadu,2021,1,24826273,11115915388.739548
2607,Financial Services,tamil-nadu,2021,1,170620,215319360.4840321
2608,Others,tamil-nadu,2021,1,301617,208899281.88347316
2609,Peer-to-peer payments,tamil-nadu,2021,2,60812902,216379027686.30246
2610,Merchant payments,tamil-nadu,2021,2,52048347,33504798112.88382
2611,Recharge & bill payments,tamil-nadu,2021,2,32753032,13155346942.255478
2612,Financial Services,tamil-nadu,2021,2,192614,225113402.6634022
2613,Others,tamil-nadu,2021,2,351547,223054882.44675264
2614,Merchant payments,tamil-nadu,2021,3,85074941,52932187058.575195
2615,Peer-to-peer payments,tamil-nadu,2021,3,83833356,296121079294.8346
2616,Recharge & bill payments,tamil-nadu,2021,3,34751691,15613287081.611631
2617,Financial Services,tamil-nadu,2021,3,182097,246146707.2790811
2618,Others,tamil-nadu,2021,3,515319,294622911.6328684
2619,Merchant payments,tamil-nadu,2021,4,117578360,70539086832.13815
2620,Peer-to-peer payments,tamil-nadu,2021,4,104493071,353529424598.23047
2621,Recharge & bill payments,tamil-nadu,2021,4,36163870,18979178477.53405
2622,Financial Services,tamil-nadu,2021,4,228761,275850497.094934
2623,Others,tamil-nadu,2021,4,691914,400412189.80491126
2624,Merchant payments,tamil-nadu,2022,1,139788772,81798208975.87326
2625,Peer-to-peer payments,tamil-nadu,2022,1,119383791,409631710258.4541
2626,Recharge & bill payments,tamil-nadu,2022,1,34579431,20705079141.096962
2627,Financial Services,tamil-nadu,2022,1,241201,298216135.377552
2628,Others,tamil-nadu,2022,1,579955,355987089.8306444
2629,Recharge & bill payments,telangana,2018,1,4209319,831912767.5937189
2630,Peer-to-peer payments,telangana,2018,1,3307245,11748268950.760422
2631,Merchant payments,telangana,2018,1,351474,282899066.6137372
2632,Financial Services,telangana,2018,1,262876,57011875.36233704
2633,Others,telangana,2018,1,391852,388111458.2121352
2634,Peer-to-peer payments,telangana,2018,2,4784079,20748520742.57553
2635,Recharge & bill payments,telangana,2018,2,4686542,1274130053.834579
2636,Merchant payments,telangana,2018,2,701082,551696487.3185428
2637,Financial Services,telangana,2018,2,277805,85498213.25384143
2638,Others,telangana,2018,2,315162,357356020.669816
2639,Peer-to-peer payments,telangana,2018,3,11560952,29253505738.828743
2640,Recharge & bill payments,telangana,2018,3,5328881,1568136060.627837
2641,Merchant payments,telangana,2018,3,1770075,855534175.4794186
2642,Financial Services,telangana,2018,3,307312,52554123.97376218
2643,Others,telangana,2018,3,365483,300363110.81379545
2644,Peer-to-peer payments,telangana,2018,4,15571288,44541667501.74112
2645,Recharge & bill payments,telangana,2018,4,7121135,2165870863.16865
2646,Merchant payments,telangana,2018,4,5315161,2356841304.9649296
2647,Financial Services,telangana,2018,4,392423,64569231.23559249
2648,Others,telangana,2018,4,521147,380139546.93821603
2649,Peer-to-peer payments,telangana,2019,1,40488967,87361237975.49301
2650,Merchant payments,telangana,2019,1,12341901,4144368545.535969
2651,Recharge & bill payments,telangana,2019,1,11525394,3619117615.485172
2652,Financial Services,telangana,2019,1,463688,54547989.275453925
2653,Others,telangana,2019,1,470752,343989909.8750894
2654,Peer-to-peer payments,telangana,2019,2,46741594,141095702899.16147
2655,Merchant payments,telangana,2019,2,25682382,8442740781.469844
2656,Recharge & bill payments,telangana,2019,2,16225017,5603477828.5489645
2657,Financial Services,telangana,2019,2,252173,43627344.86329399
2658,Others,telangana,2019,2,709213,490894328.3915366
2659,Peer-to-peer payments,telangana,2019,3,59981113,180342868388.36203
2660,Merchant payments,telangana,2019,3,44035953,14308557740.55424
2661,Recharge & bill payments,telangana,2019,3,16437222,6793699069.387364
2662,Financial Services,telangana,2019,3,183163,39617186.74048498
2663,Others,telangana,2019,3,857925,445278745.3818412
2664,Peer-to-peer payments,telangana,2019,4,82587060,249346680995.99316
2665,Merchant payments,telangana,2019,4,59347809,21510626607.08445
2666,Recharge & bill payments,telangana,2019,4,20797056,9561315124.602655
2667,Financial Services,telangana,2019,4,137291,33453857.404595934
2668,Others,telangana,2019,4,703042,294688962.659046
2669,Peer-to-peer payments,telangana,2020,1,95668911,327641798044.80554
2670,Merchant payments,telangana,2020,1,76818285,31076431477.91269
2671,Recharge & bill payments,telangana,2020,1,26324268,12324266104.564993
2672,Financial Services,telangana,2020,1,88184,59500639.38684589
2673,Others,telangana,2020,1,509877,241784101.54604858
2674,Peer-to-peer payments,telangana,2020,2,76683293,279478553909.7438
2675,Merchant payments,telangana,2020,2,44181999,26712043204.891262
2676,Recharge & bill payments,telangana,2020,2,30885875,15106945863.857046
2677,Financial Services,telangana,2020,2,116776,134169906.74750492
2678,Others,telangana,2020,2,187200,100126467.191328
2679,Peer-to-peer payments,telangana,2020,3,116668399,437459188905.0534
2680,Merchant payments,telangana,2020,3,86836471,49743225885.179474
2681,Recharge & bill payments,telangana,2020,3,32352860,18378477087.576897
2682,Financial Services,telangana,2020,3,195857,223377023.50525153
2683,Others,telangana,2020,3,318539,156875854.55487928
2684,Peer-to-peer payments,telangana,2020,4,160607487,591976601278.5154
2685,Merchant payments,telangana,2020,4,143897953,81725950703.21272
2686,Recharge & bill payments,telangana,2020,4,38174710,22006183348.80398
2687,Financial Services,telangana,2020,4,230134,275357720.01805824
2688,Others,telangana,2020,4,733503,366346176.40682477
2689,Merchant payments,telangana,2021,1,185230619,95927278280.53006
2690,Peer-to-peer payments,telangana,2021,1,179738195,676276353116.8419
2691,Recharge & bill payments,telangana,2021,1,46371555,26447601338.53346
2692,Financial Services,telangana,2021,1,262473,320153410.17969453
2693,Others,telangana,2021,1,969268,387877900.5044867
2694,Peer-to-peer payments,telangana,2021,2,230861833,872151973637.885
2695,Merchant payments,telangana,2021,2,205232899,123207789311.2962
2696,Recharge & bill payments,telangana,2021,2,58637866,31877277168.343227
2697,Financial Services,telangana,2021,2,278546,300569264.1443888
2698,Others,telangana,2021,2,856400,420723415.91505665
2699,Merchant payments,telangana,2021,3,286735350,159227310549.39368
2700,Peer-to-peer payments,telangana,2021,3,271436926,981754679241.0405
2701,Recharge & bill payments,telangana,2021,3,62744121,36434881136.01624
2702,Financial Services,telangana,2021,3,235519,329138539.4612142
2703,Others,telangana,2021,3,1734852,543116826.3422191
2704,Merchant payments,telangana,2021,4,376584215,212974766412.01556
2705,Peer-to-peer payments,telangana,2021,4,331774591,1204991223519.016
2706,Recharge & bill payments,telangana,2021,4,66477036,44760398983.30789
2707,Financial Services,telangana,2021,4,298871,392141743.6705663
2708,Others,telangana,2021,4,855060,639658842.8998816
2709,Merchant payments,telangana,2022,1,449186799,243841863780.6793
2710,Peer-to-peer payments,telangana,2022,1,368048408,1375289566667.7056
2711,Recharge & bill payments,telangana,2022,1,66352138,50470450179.88254
2712,Financial Services,telangana,2022,1,284035,394283511.9410973
2713,Others,telangana,2022,1,2582005,642005688.7661512
2714,Recharge & bill payments,tripura,2018,1,86819,14079439.569905948
2715,Peer-to-peer payments,tripura,2018,1,44844,112229994.97675678
2716,Financial Services,tripura,2018,1,4842,672247.5881710155
2717,Merchant payments,tripura,2018,1,4833,6080959.882836086
2718,Others,tripura,2018,1,6819,4916272.512952799
2719,Recharge & bill payments,tripura,2018,2,118171,22554398.15273035
2720,Peer-to-peer payments,tripura,2018,2,73821,197666881.8729688
2721,Merchant payments,tripura,2018,2,9621,10570951.151568789
2722,Financial Services,tripura,2018,2,6925,1264101.904810368
2723,Others,tripura,2018,2,6021,4835385.634057636
2724,Peer-to-peer payments,tripura,2018,3,186065,398867427.32463384
2725,Recharge & bill payments,tripura,2018,3,156308,33484811.21282282
2726,Merchant payments,tripura,2018,3,21476,16092396.41113394
2727,Financial Services,tripura,2018,3,8106,1080000.0112896338
2728,Others,tripura,2018,3,5748,4338753.080712541
2729,Recharge & bill payments,tripura,2018,4,204720,38334816.66379926
2730,Peer-to-peer payments,tripura,2018,4,179739,549068822.3729683
2731,Merchant payments,tripura,2018,4,50888,31066467.633390322
2732,Financial Services,tripura,2018,4,6441,1023126.8205747404
2733,Others,tripura,2018,4,6271,5392365.973713988
2734,Peer-to-peer payments,tripura,2019,1,296993,679165332.8123899
2735,Recharge & bill payments,tripura,2019,1,227997,44429378.42277926
2736,Merchant payments,tripura,2019,1,46642,28109966.31994779
2737,Financial Services,tripura,2019,1,4189,461473.58856435167
2738,Others,tripura,2019,1,5105,4728790.472138839
2739,Peer-to-peer payments,tripura,2019,2,240776,751113516.2256755
2740,Recharge & bill payments,tripura,2019,2,218649,48989430.60730426
2741,Merchant payments,tripura,2019,2,64829,35275706.82877502
2742,Financial Services,tripura,2019,2,1899,339184.3344705297
2743,Others,tripura,2019,2,6405,6103644.851151889
2744,Recharge & bill payments,tripura,2019,3,339539,81845425.35425141
